query_id,content_id,QuestionText,CorrectAnswerText,InCorrectAnswerText
5970_A,3623,"a certain manufacturer produces items for which the production costs consist of annual fixed costs totaling $ 120,000 and variables costs averaging $ 8 per item . if the manufacturer ’ s selling price per item is $ 12 , how many items the manufacturer produce and sell to earn an annual profit of $ 140,000 ?",65,2
14651_D,5822,"if a rectangular room measures 9 meters by 5 meters by 4 meters , what is the volume of the room in cubic centimeters ? ( 1 meter = 100 centimeters )",18,24
29994_C,9704,"a and b start a business , with a investing the total capital of rs . 5000 , on the condition that b pays a interest @ 10 % per annum on his half of the capital . a is a working partner and receives rs . 500 per month from the total profit and any profit remaining is equally shared by both of them . at the end of the year , it was found that the income of a is twice that of b . find the total profit for the year ?",b ) 3500,c ) 5000
99288_C,27239,"if 1 / 2 of the air in a tank is removed with each stroke of a vacuum pump , what fraction of the original amount of air has been removed after 5 strokes ?",31 / 32,1 / 4
111195_B,30250,"a certain bus driver is paid a regular rate of $ 20 per hour for any number of hours that does not exceed 40 hours per week . for any overtime hours worked in excess of 40 hours per week , the bus driver is paid a rate that is 75 % higher than his regular rate . if last week the bus driver earned $ 1000 in total compensation , how many total hours did he work that week ?",46,40
62810_C,18008,"at a monthly meeting , 2 / 3 of the attendees were males and 3 / 4 of the male attendees arrived on time . if 5 / 6 of the female attendees arrived on time , what fraction of the attendees at the monthly meeting did not arrive on time ?",2 / 9,3 / 8
93496_B,25773,two trains 140 m and 180 m long run at the speed of 60 km / hr and 40 km / hr respectively in opposite directions on parallel tracks . the time which they take to cross each other is ?,11.52 sec,10.1 sec
88968_C,24627,a parking garage rents parking spaces for $ 10 per week or $ 42 per month . how much does a person save in a year by renting by the month rather than by the week ?,$ 16,$ 22
18740_E,6854,find the 37.5 % of 976 ?,366,545
89181_A,24681,"rani bought more apples than oranges . she sells apples at ₹ 23 apiece and makes 15 % profit . she sells oranges at ₹ 10 apiece and makes 25 % profit . if she gets ₹ 653 after selling all the apples and oranges , find her profit percentage x .",17.4 %,16.8 %
105406_A,28785,"3,7 , 12,18 , 25,33 , . . . . . . . . . . . . . . 7 th terms",42,43
5591_D,3527,"i sold a book at a profit of 10 % . had i sold it for $ 120 more , 15 % would have been gained . find the cost price ?",$ 2400,$ 3120
82846_C,23080,"if the cost price of 30 articles is equal to the selling price of 45 articles , what is the % profit or loss made by the merchant ?",33.33 % loss,20 % loss
113221_B,30761,"carol and jordan draw rectangles of equal area . if carol ' s rectangle measures 12 inches by 15 inches and jordan ' s rectangle is 6 inches long , how wide is jordan ' s rectangle , in inches ?",30,26
116432_D,31571,"if an integer n is to be selected at random from 1 to 100 , inclusive , what is probability n ( n + 1 ) will be divisible by 8 ?",1 / 4,2 / 3
68096_A,19348,how many two - digit numbers that do not contain the digits 1 or 4 are there ?,56,112
117897_D,31940,"a test has 100 questions . each question has 5 options , but only 1 option is correct . if test - takers mark the correct option , they are awarded 1 point . however , if an answer is incorrectly marked , the test - taker loses 0.25 points . no points are awarded or deducted if a question is not attempted . a certain group of test - takers attempted different numbers of questions , but each test - taker still received the same net score of 40 . what is the maximum possible number of such test - takers ?",13,12
103548_A,28315,how many cubes of 5 cm edge can be put in a cubical box of 1 m edge .,8000 cm,1770 cm
65564_B,18704,"the probability that a man will be alive for 10 more yrs is 1 / 4 & the probability that his wife will alive for 10 more yrs is 1 / 3 . the probability that none of them will be alive for 10 more yrs , is",1 / 2,1
24838_A,8397,"if 6 women can color 360 m long cloth in 3 days , then 5 women can color 100 m long cloth in ?",1 day,2 days
41904_A,12716,convert 500 miles to km ?,800 km,600 km
73803_B,20794,"two tains of equal lengths take 10 seconds and 20 seconds respectively to cross a telegraph post . if the length of each train be 120 metres , in what time ( in seconds ) will they cross each other travelling in opposite direction ?",13.3,14
20818_E,7379,"the radius of a cone is 10 m , height 21 m . the volume of the cone is :",2200,1050
78038_A,21865,three unbiased coins are tossed . what is the probability of getting 3 heads ?,1 / 8,3 / 4
82300_E,22940,a department store perceived a run on a lower priced garment and raised the price by 20 % to keep stock available until another shipment arrived . customers fumed and the department store manager allowed them to purchase the garments at 80 % of the new price to save face . what was the difference in the new retail price and the price the customers were allowed to pay instead ?,4.0 %,8.0 %
97236_A,26719,"of the land owned by a farmer , 90 percent was cleared for planting . of the cleared land , 10 percent was planted with grapes and 80 percent of the cleared land was planted with potato . if the remaining 450 acres of cleared land was planted with tomato , how many acres did the farmer own ?",5000,3500
70231_E,19890,"on a map , 1 inch represents 28 miles . how many c inches would be necessary to represent a distance of 383.6 miles ?",13.7,28.7
3041_A,2883,the speed of a car is 80 km in the first hour and 40 km in the second hour . what is the average speed of the car ?,60 kmph,72 kmph
46283_B,13824,"a man can row upstream at 35 kmph and downstream at 45 kmph , and then find the speed of the man in still water ?",40 kmph,34 kmph
33885_C,10688,two whole numbers whose sum is 36 can not be in the ratio,3 : 4,3 : 6
2816_B,2826,a 50 kg metal bar made of alloy of tin and silver lost 5 kg of its weight in the water . 10 kg of tin loses 1.375 kg in the water ; 5 kg of silver loses 0.375 kg . what is the ratio of tin to silver in the bar ?,2 / 3,2 / 5
105000_C,28683,"if a certain toy store ' s revenue in november was 3 / 5 of its revenue in december and its revenue in january was 1 / 3 of its revenue in november , then the store ' s revenue in december was how many times the average ( arithmetic mean ) of its revenues in november and january ?",5 / 2,10 / 3
89597_A,24787,"a fruit drink is made of orange , watermelon , and grape juice , where 25 percent of the drink is orange juice and 40 percent is watermelon juice . if the drink is made with 70 ounces of grape juice , how many ounces is the drink total ?",200,125
110058_D,29962,a goods train runs at a speed of 72 kmph and crosses a 280 m long platform in 26 seconds . what is the length of the goods train ?,240 m,270 m
72966_D,20583,"a group of men decided to do a work in 50 days , but 10 of them became absent . if the rest of the group did the work in 60 days , find the original number of men ?",60,100
88228_E,24440,two trains are moving in the same direction at 54 kmph and 36 kmph . the faster train crosses a man in the slower train in 27 seconds . find the length of the faster train ?,135,271
54816_B,15983,"in a certain accounting class of 100 students , 70 % of the students took the final exam on the assigned day while the rest of the students took the exam on a make - up date . if the students on the assigned day had an average score of 65 % , and the students on the make - up date had an average score of 95 % , what was the average score for the entire class ?",74 %,70 %
98824_D,27121,how long does a train 110 m long traveling at 36 kmph takes to cross a bridge of 170 m in length ?,28,16.8
2276_C,2689,"sarah operated her lemonade stand monday through friday over a two week period and made a total profit of 450 dollars . on hot days she sold cups of lemonade for a price that was 25 percent higher than the regular days . each cup she sold had a total cost of 75 cents and sarah did not incur any other costs . if every day she sold exactly 32 cups and 3 of the days were hot , then what was the price of 1 cup on a hot day ?",$ 2.50,$ 2.25
60302_E,17370,find the average of first 15 natural numbers .,8,16
108896_C,29668,"a farmer spent $ 35 on feed for chickens and goats . he spent 40 % money on chicken feed , which he bought at a 60 % discount off the full price , and spent the rest on goat feed , which he bought at full price . if the farmer had paid full price for both the chicken feed and the goat feed , what amount would he have spent on the chicken feed and goat feed combined ?",$ 51,$ 39.20
118084_B,31988,at what price must an article costing rs . 47.50 be marked in order that after deducting 10 % from the list price . it may be sold at a profit of 25 % on the cost price ?,65.9,62.3
107999_B,29441,"if [ x ] is the greatest integer less than or equal to x , what is the value of [ - 5.6 ] + [ 3.4 ] + [ 12.7 ] ?",3,5
108965_A,29686,"by selling an article at rs . 150 , a profit of 25 % is made . find its cost price ?",s . 120,s . 486
76692_B,21524,60 % of x is greater than 1 / 3 rd of x by 110 . what is x ?,412.5,200.5
1896_C,2593,6 workers should finish a job in 8 days . after 3 days came 4 workers join them . how many days m do they need to finish the same job ?,3,5
41715_D,12668,the area of square abcd above is 22 . the shaded region is the intersection of the square and a circular region centered at c . what is the area of the shaded region ?,22 − 11 / 2 ∗ π,9 + 9 / 2 ∗ π
1941_C,2604,what is the number of integers from 1 to 1100 ( inclusive ) that are divisible by neither 11 nor by 35 ?,945,892
60146_D,17331,"if 30 honey bees make 30 grams of honey in 30 days , then 1 honey bee will make 1 gram of honey in how many days ?",30,49
75856_A,21313,one drier dries certain quantity of material in 24 minutes . another drier does the same work in 2 minutes how much time will it take to do the same job when both driers are put to work ?,1.85 min,1.00 minutes
16869_B,6382,"dick and jane each saved $ 1,000 in 1989 . in 1990 dick saved 15 percent more than in 1989 , and together he and jane saved a total of $ 2,000 . approximately what percent less did jane save in 1990 than in 1989 ?",15 %,5 %
52048_B,15282,"on a certain day , orangeade was made by mixing a certain amount of orange juice with an equal amount of water . on the next day , orangeade was made by mixing the same amount of orange juice with twice the amount of water . on both days , all the orangeade that was made was sold . if the revenue from selling the orangeade was the same for both days and if the orangeade was sold at $ 0.60 per glass on the first day , what was the price r per glass on the second day ?",$ 0.40,$ 0.20
66766_E,19009,"a hat company ships its hats , individually wrapped , in 8 - inch by 10 - inch by 12 - inch boxes . each hat is valued at $ 5.50 . if the company ’ s latest order required a truck with at least 288,000 cubic inches of storage space in which to ship the hats in their boxes , what was the minimum value of the order ?",$ 1,$ 2
52035_B,15279,"on thursday mabel handled 90 transactions . anthony handled 10 % more transactions than mabel , cal handled 2 / 3 rds of the transactions that anthony handled , and jade handled 14 more transactions than cal . how much transactions did jade handled ?",80,81
105807_C,28886,ratio of two numbers x and y is 5 : 7 . if x is increased by 20 % and y is increased by 2 then the new ratio becomes 2 : 3 . what is the ratio 3 y : ( x + 6 ),7 : 8,6 : 7
31816_E,10165,"on the first of the year , james invested x dollars at proudstar bank in an account that yields 3 % in interest every quarter year . at the end of the year , during which he made no additional deposits or withdrawals , he had y dollars in the account . if james had invested the same amount in an account which pays interest on a yearly basis , what must the interest rate be for james to have y dollars at the end of the year ?",12.5 %,10 %
43282_D,13063,"1 , 1 , 2 , 1 , 2 , 3 , 1 , 2 , 3 , 4 , 1 , 2 , __ ?",3,4
11374_D,4991,a car started running at a speed of 38 km / hr and the speed of the car was increased by 2 km / hr at the end of every hour . find the total distance covered by the car in the first 10 hours of the journey .,47 km,15 km
65662_B,18729,"in a ratio which is equal to 4 : 6 , if the antecedent is 20 , then the consequent is ?",30,85
82259_D,22930,what is 35 % of 4 / 13 of 845 ?,80,91
28413_A,9303,"the present ratio of students to teachers at a certain school is 35 to 1 . if the student enrollment were to increase by 50 students and the number of teachers were to increase by 5 , the ratio of students to teachers would then be 25 to 1 . what is the present number of teachers ?",8,5
109826_D,29903,jim â € ™ s taxi service charges an initial fee of $ 2.25 at the beginning of a trip and an additional charge of $ 0.3 for each 2 / 5 of a mile traveled . what is the total charge for a trip of 3.6 miles ?,$ 4.95,$ 5.05
87865_C,24349,a person can row at 9 kmph and still water . he takes 3 1 / 2 hours to row from a to b and back . what is the distance between a and b if the speed of the stream is 1 kmph ?,16,29
67177_C,19113,"excluding stoppages , the speed of a bus is 50 kmph and including stoppages , it is 42 kmph . for how many minutes does the bus stop per hour ?",9.6 min,8.2 min
79745_E,22296,"the rate of interest on a sum of money is 2 % p . a . for the first 3 years , 4 % p . a . for the next 4 years , and 5 % for the period beyond 7 years . if the s . i , occured on the sum for the total period of 8 years is rs . 540 / - , the sum is",2,2
26828_D,8901,"if remainder is 8 , quotient is 43 and dividend is 997 then what is divisor ?",23,27
4981_A,3374,a train running at 1 / 6 of its own speed reached a place in 24 hours . how much time could be saved if the train would have run at its own speed ?,20 hrs,8 hrs
46550_D,13892,how many factors does 34 ^ 2 have ?,20,25
108691_A,29616,"a certain no . when divided by 50 leaves a remainder 25 , what is the remainder if the same no . be divided by 15 ?",5,2
71319_B,20166,7 people went to a restaurant for dinner . 6 of them spent $ 11 each on their meals and the seventh person spent $ 6 more than the average expenditure of all 7 people . what was the total amount of money that the 7 people spent ?,$ 84,$ 81
118197_D,32016,a train 330 meters long is running with a speed of 60 kmph . in what time will it pass a man who is running at 6 kmph in the direction opposite to that in which the train is going ?,18 sec,16 sec
101436_C,27782,"there are thirty - 4 lines that are tangent to a circle , and these lines create regions in the plane . can you tell how many of these regions are not enclosed ?",68,37
12329_A,5234,"when positive integer x is divided by positive integer y , the remainder is 9 . if x / y = 86.12 , what is the value of y ?",75,96
112625_C,30611,a fair coin is tossed 15 times . what is the probability of getting more heads than tails in 15 tosses ?,1 / 2,4 / 7
71759_D,20276,the average of first 10 prime numbers is ?,12.9,12.2
87909_D,24360,"a car was driving at 50 km / h for 30 minutes , and then at 90 km / h for another 40 minutes . what was its average speed ?",102,70
23848_A,8145,"two trains , one from howrah to patna and the other from patna to howrah , start simultaneously . after they meet , the trains reach their destinations after 4 hours and 16 hours respectively . the ratio of their speeds is ?",4 : 2,4 : 5
9923_A,4622,what is the sum of all remainders obtained when the first 200 natural numbers are divided by 9 ?,401,397
57125_C,16567,the ratio of the volumes of a cube to that of the sphere which will fit inside the cube is ?,6.832 kg,6.632 kg
18468_B,6786,dames school has 2000 boys and 5000 girls . what is the percentage increase from boys to total attendance and girls to total attendance ?,a ) 40 %,b ) 10 %
69451_A,19693,"a man rows his boat 90 km downstream and 70 km upstream , taking 3 hours each time . find the speed of the stream ?",3.5 kmph,76 kmph
108612_A,29596,"a bag contains an equal number of one rupee , 50 paise and 25 paise coins respectively . if the total value is 140 , how many coins of each type are there ?",80 coins,20 coins
21795_B,7626,"paul ' s income is 20 % less than rex ' s income , quentin ' s income is 20 % less than paul ' s income , and sam ' s income is 40 % less than paul ' s income . if rex gave 60 % of his income to sam and 40 % of his income to quentin , quentin ' s new income would be what fraction of sam ' s new income ?",26 / 27,13 / 17
118145_B,32003,( 23341379 × 72 ) = ?,1680579288,2142579288
